1.2988948822e-01,-8.8335233927e-01,1.6563553810e+00,-9.6467167139e-01,1.2975379825e-01,3.5859400034e-01,9.7182208300e-01,3.9958101511e-01,6.1821097136e-01,4.8744246364e-01,5.8285641670e-01,1.1665895581e-01,-4.2032879591e-01,1.7411642075e+00,-9.5849204063e-01,-1.1956430972e-02,1.5187001228e-01,9.7392791510e-01,-1.5389821529e+00,1.0614297390e+00,2.6702779531e-01,1.3681535721e+00,-3.9530172944e-01,9.4127631187e-01,-5.8702774346e-02,-3.6661913991e-01,7.9979038239e-01,6.3992995024e-01,-5.6402891874e-01,-4.9323397875e-01,6.2169837952e-01,-1.1445085704e-01
3.7452507019e-01,2.5294914842e-01,1.2507368326e+00,-6.4321255684e-01,-5.1814591885e-01,-2.3573505878e-01,1.8174447119e-01,4.0900117159e-01,2.4125947058e-01,-2.5692082942e-02,1.9768320024e-01,8.5051864386e-02,-4.4621804357e-01,2.3727400303e+00,-5.3486686945e-01,-1.2917408347e-01,8.2532501221e-01,3.2441797853e-01,-1.7317055464e+00,3.0967846513e-01,1.0612465143e+00,3.2794368267e-01,-2.9610687494e-01,1.9975624084e+00,-3.4055253863e-01,-4.9078372121e-01,5.7850009203e-01,2.3527382314e-01,-1.5956155956e-02,8.3307731152e-01,5.8140683174e-01,-1.2252352387e-01
4.8870019615e-02,-1.2883197069e+00,2.0446898937e+00,-1.4024242759e-01,-2.7624927461e-02,8.4190899134e-01,1.6658196449e+00,5.9627932310e-01,9.5806121826e-01,6.4015585184e-01,9.4212657213e-01,2.3710089922e-01,-3.2309642434e-01,2.1555356979e+00,-1.7983158827e+00,6.7026787996e-01,3.3161464334e-01,8.5268890858e-01,-1.9713507891e+00,9.9330896139e-01,1.9830727577e-01,1.6179480553e+00,-1.9201222062e-01,1.5319918394e+00,1.9762270153e-02,-6.0362148285e-01,1.2636622190e+00,5.4506206512e-01,1.1202598363e-01,-5.7217860222e-01,9.1769111156e-01,-8.5942727327e-01
3.4375873208e-01,-2.9113531113e-01,9.1669249535e-01,-1.6761419177e-01,-3.4248092771e-01,1.3995553553e-01,1.9146623611e+00,5.9785854816e-01,9.2793518305e-01,3.0214431882e-01,1.2493085861e+00,-1.0369720310e-01,-1.4161852002e-01,1.1481714249e+00,-7.8947865963e-01,4.4288441539e-01,1.0363756120e-01,-4.6956798434e-01,-6.0041612387e-01,1.3012984991e+00,-5.2719342709e-01,1.0377001017e-01,2.5329291821e-03,1.0334898233e+00,2.3759460449e-01,-2.7811196446e-01,1.4616757631e+00,-4.7871619463e-01,1.5155798197e-01,5.6498515606e-01,2.0372387767e-01,-5.4034340382e-01
-6.5191978216e-01,5.9624731541e-01,1.2096711397e+00,-9.4685244560e-01,6.4538431168e-01,7.3865789175e-01,1.9686133862e+00,-6.6241633892e-01,-1.1361848563e-01,1.3791364431e+00,2.6740902662e-01,5.4967719316e-01,-1.0605899096e+00,1.5659639835e+00,5.9440970421e-01,1.2763854265e+00,-1.8030078709e-01,1.5006631613e-01,6.6376233101e-01,5.7527083158e-01,-2.3196767271e-01,-1.6201110184e-01,-1.3507679701e+00,9.4223439693e-01,-1.0431641340e+00,-1.3734432459e+00,9.0955674648e-02,3.1702417880e-02,-1.0356972218e+00,7.9735225439e-01,1.6608774662e+00,-6.8759471178e-01
-2.4641475081e-01,1.0944008827e+00,1.1796814948e-01,-4.0184915066e-01,3.4126782417e-01,-6.6825777292e-01,4.8802658916e-02,-5.6340163946e-01,-7.2423392534e-01,5.9492844343e-01,-7.4627268314e-01,8.7056314945e-01,-1.0773370266e+00,1.4872702360e+00,-2.7587890625e-01,7.8310239315e-01,-4.6989309788e-01,4.3112936616e-01,-6.1897045374e-01,-5.4302376509e-01,1.3978108168e+00,6.9499367476e-01,-7.0270800591e-01,2.0314810276e+00,-9.1625219584e-01,-1.1344923973e+00,-4.8330697417e-01,8.9172387123e-01,-6.8645405769e-01,1.3182998896e+00,2.7245253325e-01,7.8053042293e-02
4.6874383092e-01,3.3512866497e-01,1.7188376188e+00,5.7353174686e-01,-9.6909058094e-01,-5.0200504065e-01,1.8428605795e+00,7.1732968092e-01,7.9060834646e-01,-2.7961263061e-01,8.9300376177e-01,2.2297155857e-01,-8.3824209869e-02,1.9986199141e+00,-2.2462000847e+00,5.6354862452e-01,5.9879839420e-01,2.8718329966e-02,-2.1394987106e+00,9.5401132107e-01,1.0275673866e+00,1.6048604250e+00,-1.3710224628e-01,2.3794312477e+00,3.8008636236e-01,-1.4957165718e-01,9.9571430683e-01,3.6232772470e-01,6.4322215319e-01,-1.1664397269e-01,6.0849308968e-01,-1.0712994337e+00
7.5866736472e-02,-6.0652273893e-01,1.0807163715e+00,-5.9747922421e-01,-1.7554156482e-01,5.8376300335e-01,7.0883208513e-01,3.2632732391e-01,-1.8330377340e-01,-7.8348033130e-02,8.4445990622e-02,1.0582145452e+00,-1.0721249133e-01,3.2230989933e+00,5.3363058716e-02,5.7225769758e-01,1.7703007162e-01,2.7689269185e-01,-1.0986794233e+00,2.5431515649e-02,7.0022833347e-01,-3.5686266422e-01,-3.4315842390e-01,3.0235462189e+00,-4.1512358189e-01,-9.0385437012e-01,4.8536738753e-01,1.6365599632e-01,-9.4132944942e-03,1.5019066334e+00,7.1942532063e-01,-8.1168740988e-01
-2.3951983452e-01,3.2150769234e-01,7.1234786510e-01,-1.2476348132e-01,5.2085006237e-01,2.7098655701e-01,7.0804053545e-01,1.1767099053e-01,-2.7235001326e-01,7.4780333042e-01,1.2352584302e-01,9.2692548037e-01,-6.6304993629e-01,2.2216458321e+00,-7.4063712358e-01,5.9262967110e-01,1.8602067232e-01,9.2228966951e-01,-8.3123713732e-01,1.0931673050e+00,5.6155848503e-01,1.2005839348e+00,-4.7743046284e-01,9.7940754890e-01,-7.2688078880e-01,-6.9716006517e-01,3.2249635458e-01,1.2444807291e+00,-7.3211395741e-01,9.1909420490e-01,2.7030479908e-01,1.6800837219e-01
2.4476879835e-01,-5.9964150190e-01,1.5331950188e+00,2.8645694256e-01,-4.4882968068e-01,6.2015891075e-01,1.4106051922e+00,8.8049674034e-01,1.2945370674e+00,4.0384575725e-01,9.4528669119e-01,-1.3458527625e-02,-2.5147840381e-01,1.4875203371e+00,-1.9890123606e+00,8.0182552338e-02,6.4052653313e-01,4.8291197419e-01,-1.4663128853e+00,1.5744739771e+00,7.4278926849e-01,2.2317504883e+00,1.1243294924e-01,7.5455033779e-01,7.4740737677e-01,-2.4435150623e-01,1.0531774759e+00,5.3611409664e-01,1.5706220269e-01,-6.9684255123e-01,8.6321449280e-01,-6.3149863482e-01
